0,class
2152.71911677897,paper
2152.7195118571713,paper
2152.7196865243322,paper
2152.719658869949,paper
2152.7187296557627,paper
2152.718556596381,paper
2152.7191141530448,paper
2152.7191428087076,paper
2152.7195026360914,paper
2152.7203466707333,paper
2152.7205773308533,paper
2152.7197878022266,paper
2152.718657652313,paper
2152.718286320765,paper
2152.7185740738555,paper
2152.718849570651,paper
2152.71899467781,paper
2152.718502549454,paper
2152.718660503425,paper
2152.719398592159,paper
2152.7187863198246,paper
2152.718502189177,paper
2152.718869810115,paper
2152.7188477930167,paper
2152.719034569836,paper
2152.720219491116,paper
2152.7218767153663,paper
2152.7224504131214,paper
2152.7224264916204,paper
2152.722743153724,paper
2152.72309153642,paper
2152.7233467541787,paper
2152.723319158101,paper
2152.7224747134374,paper
2152.7219129017053,paper
2152.7220855865276,paper
2152.7221926738243,paper
2152.721738000059,paper
2152.720842504205,paper
2152.720511254028,paper
2152.7207897556023,paper
2152.720884059042,paper
2152.7211846000455,paper
2152.7214572088847,paper
2152.721762606531,paper
2152.7230024367377,paper
2152.723569082282,paper
2152.723815651491,paper
2152.723923513774,paper
2152.7228964939172,paper
2152.722183571239,paper
2152.7216129567814,paper
2152.7206844575785,paper
2152.720059633607,paper
2152.719820406108,paper
2152.7199168632587,paper
2152.719736620123,paper
2152.718791001196,paper
2152.7188137285507,paper
2152.7200304476996,paper
2152.7201132527434,paper
2152.719505854464,paper
2152.7193677518794,paper
2152.7193459685654,paper
2152.7193759586758,paper
2152.719318770162,paper
2152.71943937241,paper
2152.720337299149,paper
2152.720665272376,paper
2152.7205584426383,paper
2152.720511780134,paper
2152.720079589869,paper
2152.7197750598248,paper
2152.7188580000757,paper
2152.7192607578418,paper
2152.7202755663216,paper
2152.719517182785,paper
2152.719175607861,paper
2152.719344184886,paper
2152.718910904974,paper
2152.7185594783796,paper
2152.7182634201577,paper
2152.7187325510954,paper
2152.72027536931,paper
2152.7205423292758,paper
2152.7202822192935,paper
2152.720369249834,paper
2152.719407343648,paper
2152.7187092649906,paper
2152.718365395971,paper
2152.718645182726,paper
2152.720072510022,paper
2152.720171037439,paper
2152.7198080508433,paper
2152.719837994079,paper
2152.7192947640087,paper
2152.719040551505,paper
2152.7185984532402,paper
2152.7190239845204,paper
2152.7204967048046,paper
2152.72032995605,paper
2152.719958223595,paper
2152.720276473145,paper
2152.7203065920157,paper
2152.7204054525414,paper
2152.719784060665,paper
2152.7198322250633,paper
2152.7213196293696,paper
2152.7216570542696,paper
2152.7214322791942,paper
2152.721521272376,paper
2152.7211807577505,paper
2152.721492007938,paper
2152.72167481379,paper
2152.7213786088046,paper
2152.7208174727994,paper
2152.718950875689,paper
2152.7181392526677,paper
2152.717675277433,paper
2152.7162337222176,paper
2152.7160259018165,paper
2152.716029018813,paper
2152.7158976840365,paper
2152.7159094586495,paper
2152.715513366818,paper
2152.7152208166654,paper
2152.714567059594,paper
2152.714429966103,paper
2152.7159411472608,paper
2152.716566693018,paper
2152.716552285219,paper
2152.7176194155177,paper
2152.7178023150886,paper
2152.7177428251293,paper
2152.71821299919,paper
2152.7185236604005,paper
2152.71839374946,paper
2152.717101388599,paper
2152.716332109686,paper
2152.7166716579454,paper
2152.716546817223,paper
2152.716536007334,paper
2152.7166893133294,paper
2152.7158000073555,paper
2152.7156718461115,paper
2152.716402213296,paper
2152.716261862697,paper
2152.7160665491106,paper
2152.715231948729,paper
2152.713653616349,paper
2152.7126873283605,paper
2152.712342361825,paper
2152.712396826996,paper
2152.7124328987948,paper
2152.712779868079,paper
2152.71265750341,paper
2152.711805384126,paper
2152.7115240239286,paper
2152.7119587228385,paper
2152.7124191960106,paper
2152.711930266027,paper
2152.7114334845232,paper
2152.7115758339796,paper
2152.711697772024,paper
2152.711068854056,paper
2152.711444706418,paper
2152.7125731694114,paper
2152.7120388300937,paper
2152.711324580765,paper
2152.71158856842,paper
2152.711773142659,paper
2152.7105267016545,paper
2152.7089910712257,paper
2152.708986073037,paper
2152.709211075775,paper
2152.708292635424,paper
2152.707838548585,paper
2152.7081325085014,paper
2152.7081434690785,paper
2152.708151594397,paper
2152.707953764071,paper
2152.7076392096237,paper
2152.7076725023976,paper
2152.7077339145835,paper
2152.707704381068,paper
2152.7082171593383,paper
2152.7088820970075,paper
2152.7091004682425,paper
2152.7088533437554,paper
2152.7091202424654,paper
2152.709988341869,paper
2152.710248561833,paper
2152.710515445201,paper
2152.7105452932456,paper
2152.7101998121475,paper
2152.7100868645352,paper
2152.709736924399,paper
2152.7102749352225,paper
2152.7115247828892,paper
2152.711666963004,paper
2152.711697454341,paper
2152.7116404561907,paper
2152.71159458228,paper
2152.711606904817,paper
2152.711123909293,paper
2152.710894177781,paper
2152.7108238010596,paper
2152.7107424319775,paper
2152.710861601183,paper
2152.71112558745,paper
2152.7106422204624,paper
2152.709665382419,paper
2152.708584178862,paper
2152.7086022154435,paper
2152.709801397604,paper
2152.7101005465643,paper
2152.709768363262,paper
2152.709682045458,paper
2152.710076052527,paper
2152.709621267326,paper
2152.708273671484,paper
2152.7089675569505,paper
2152.7103081805376,paper
2152.7105518701605,paper
2152.711051652685,paper
2152.7108156938066,paper
2152.70994441098,paper
2152.709496160319,paper
2152.7090656999076,paper
2152.7091582028606,paper
2152.7096760260397,paper
2152.7095437480557,paper
2152.709043300199,paper
2152.7086731784702,paper
2152.7081625700775,paper
2152.7080570474486,paper
2152.708514577296,paper
2152.708739093053,paper
2152.7088486699013,paper
2152.708832030521,paper
2152.708600795873,paper
2152.7080680211593,paper
2152.7078819811886,paper
2152.708904647946,paper
2152.7097072111646,paper
2152.70988065801,paper
2152.7097796793287,paper
2152.709706662186,paper
2152.7101653878117,paper
2152.7095268810126,paper
2152.7087638274297,paper
2152.7095914442784,paper
2152.7104917967595,paper
2152.7107682623887,paper
2152.71096011358,paper
2152.711171295363,paper
2152.710919768103,paper
2152.710047134342,paper
2152.7094525357725,paper
2152.709574272382,paper
2152.709682832871,paper
2152.7097716489793,paper
2152.7100911069956,paper
2152.7104848633644,paper
2152.7106178044282,paper
2152.7095430320574,paper
2152.7081034072216,paper
2152.7080048797975,paper
2152.708214690299,paper
2152.7082571525984,paper
2152.7085974223414,paper
2152.708651782475,paper
2152.708499315549,paper
2152.707853598901,paper
2152.707389775985,paper
2152.7072711761894,paper
2152.7065580405906,paper
2152.706403355981,paper
2152.7071928694254,paper
2152.7077506628452,paper
2152.7076434905116,paper
2152.70736790996,paper
2152.707207916251,paper
2152.7070774339372,paper
2152.7064227062265,paper
2152.7056296798814,paper
2152.7055596018618,paper
